Latitude,Longitude,축종,발생두수,ID
37.4615935,128.153439,벌-재래종,2,52
36.2945638,129.0464878,벌-재래종,2,53
37.8140141,128.1452309,벌-재래종,7,54
36.3321473,128.8067483,벌-재래종,2,55
37.9429407,127.4806675,벌-재래종,2,56
38.0019958,128.6187189,벌-재래종,1,57
37.2458153,128.045615,벌-재래종,1,58
37.348768,128.1604644,벌-재래종,2,59
37.017043,128.8162766,벌-재래종,6,60
36.6932767,128.7045904,벌-재래종,4,61
35.61436,127.2851097,벌-재래종,30,62
36.6190338,127.5915186,벌-재래종,5,63
37.017043,128.8162766,벌-재래종,2,64
36.6966455,128.969731,벌-재래종,4,65
36.9796571,128.3675653,벌-재래종,4,66
37.8140141,128.1452309,벌-재래종,2,67
37.8140141,128.1452309,벌-재래종,4,68
37.694464,128.2708307,벌-재래종,2,69
37.6644632,127.6998828,벌-재래종,11,70
36.9786453,128.85124,벌-재래종,2,71
37.4615935,128.153439,벌-재래종,1,72
37.3644088,127.1154987,벌-재래종,5,73
36.630742,128.9132417,벌-재래종,25,74
37.4250014,128.2967109,벌-재래종,1,75
37.5307719,128.7275235,벌-재래종,30,76
38.1219556,128.3101926,벌-재래종,6,77
36.605193,128.2073429,벌-개량종,1,78
37.7267059,126.9116461,벌-재래종,2,79
37.4515774,127.654413,벌-재래종,2,80
36.9395486,128.7902001,벌-재래종,2,81
35.3241616,128.4270594,벌-개량종,1,82
36.7047911,128.8286576,벌-재래종,19,83
35.3241616,128.4270594,벌-재래종,1,84
37.9429407,127.4806675,벌-재래종,2,85
37.4250014,128.2967109,벌-재래종,3,86
37.5048669,128.4671105,벌-재래종,3,87
38.0807,128.5240511,벌-재래종,1,88
37.0603106,128.3768758,벌-재래종,2,89
37.1278328,128.1395824,벌-재래종,4,90
37.146709,129.0483328,벌-개량종,170,91
36.4785066,129.1679121,벌-재래종,50,92
38.1453645,128.1335981,벌-재래종,1,93
38.0466608,128.3851271,벌-재래종,2,94
38.1453645,128.1335981,벌-재래종,3,95
37.0603106,128.3768758,벌-재래종,2,96
37.1278328,128.1395824,벌-재래종,1,97
37.4094445,127.0721126,벌-재래종,4,98
36.7900282,128.8422727,벌-재래종,8,99
35.9213983,129.1566704,벌-재래종,2,100
37.0186463,128.8734902,벌-재래종,3,101
37.4250014,128.2967109,벌-재래종,1,102
37.5207478,127.506135,벌-재래종,8,103
36.6583598,128.8915154,벌-재래종,29,104
37.6760295,128.0480344,벌-재래종,15,105
37.4684441,128.2208537,벌-재래종,4,106
37.4684441,128.2208537,벌-재래종,4,107
37.6324523,127.7520913,벌-재래종,2,108
37.7772913,127.4542677,벌-재래종,8,109
37.1516128,128.8448938,벌-재래종,5,110
38.2198155,127.7724077,벌-재래종,53,111
36.3098164,129.0140533,벌-재래종,5,112
36.2136951,129.0125484,벌-재래종,3,113
36.4762887,129.1340697,벌-재래종,10,114
36.9781712,128.9144704,벌-재래종,3,115
37.348768,128.1604644,벌-재래종,1,116
37.5570387,128.1853633,벌-재래종,7,117
36.8621052,127.0313115,벌-재래종,5,118
37.8496926,126.9644347,벌-개량종,1,119
37.2220583,128.8218722,벌-재래종,4,120
36.7551344,128.1698493,벌-재래종,2,121
34.8171423,127.1199466,벌-재래종,10,122
37.8932509,127.8039512,벌-재래종,3,123
36.8004842,128.7944095,벌-재래종,10,124
37.8932509,127.8039512,벌-재래종,2,125
37.5933552,128.1664828,벌-재래종,3,126
37.5066872,127.4717254,벌-재래종,2,127
36.8581851,128.5151227,벌-재래종,2,128
36.9597995,128.5821026,벌-재래종,8,129
37.4250014,128.2967109,벌-재래종,1,130
37.0603106,128.3768758,벌-재래종,1,131
34.7326998,127.1538776,벌-재래종,1,132
35.5798635,127.1981911,벌-재래종,1,133
36.0555481,128.2571982,벌-재래종,1,134
36.3667465,128.8419833,벌-재래종,3,135
37.2534286,128.726245,벌-재래종,2,136
37.4250014,128.2967109,벌-재래종,1,137
35.9213983,129.1566704,벌-재래종,10,138
35.9213983,129.1566704,벌-개량종,8,139
37.2534286,128.726245,벌-재래종,3,140
37.5019304,128.7080385,벌-재래종,5,141
34.8114222,126.9428825,벌-재래종,1,142
37.2534286,128.726245,벌-재래종,6,143
37.4146192,128.8668205,벌-재래종,13,144
37.7014855,127.8674722,벌-재래종,3,145
37.4048732,128.1453026,벌-재래종,1,146
37.7120915,127.7440552,벌-재래종,2,147
37.8140141,128.1452309,벌-재래종,4,148
37.0060873,128.9653695,벌-재래종,127,149
36.4785066,129.1679121,벌-재래종,100,150
36.4328334,128.0152246,벌-개량종,100,151
37.5019304,128.7080385,벌-재래종,17,152
36.4571359,129.3230741,벌-재래종,141,153
37.3873252,128.6859393,벌-재래종,9,154
37.4515774,127.654413,벌-재래종,4,155
36.5095472,129.0923238,벌-재래종,3,156
35.2075729,128.3702795,벌-재래종,31,157
36.9395486,128.7902001,벌-재래종,15,158
35.0286639,126.7526792,벌-재래종,1,159
37.2597658,128.8729253,벌-재래종,1,160
35.433975,127.6260086,벌-개량종,80,161
35.0160601,127.0127779,벌-재래종,1,162
35.0160601,127.0127779,벌-재래종,1,163
36.8561157,128.8395425,벌-재래종,32,164
37.4048732,128.1453026,벌-재래종,6,165
37.9429407,127.4806675,벌-재래종,3,166
37.3852166,128.3913906,벌-재래종,15,167
37.0603106,128.3768758,벌-재래종,1,168
37.6011843,128.2265769,벌-재래종,7,169
37.9831858,127.7035317,벌-재래종,3,170
36.7551344,128.1698493,벌-재래종,1,171
38.1886627,128.3651816,벌-재래종,5,172
36.7551344,128.1698493,벌-재래종,2,173
37.8107051,128.2724166,벌-재래종,1,174
37.348768,128.1604644,벌-재래종,2,175
37.8173563,128.0004157,벌-재래종,5,176
37.0603106,128.3768758,벌-재래종,1,177
36.7877626,129.2030091,벌-재래종,11,178
34.7128412,127.1870253,벌-재래종,1,179
37.25075,128.6692609,벌-재래종,18,180
36.7325426,128.1554979,벌-개량종,3,181
38.1681838,128.1786506,벌-재래종,7,182
37.3909559,127.8008094,벌-재래종,1,183
34.7168052,127.1320597,벌-재래종,1,184
36.8428925,128.5079335,벌-재래종,7,185
36.8581851,128.5151227,벌-재래종,7,186
37.497971,127.5050639,벌-재래종,2,187
35.2480059,126.9756866,벌-개량종,1,188
36.6536828,128.9347622,벌-재래종,35,189
37.4358067,128.3992554,벌-재래종,1,190
37.9529831,128.1965588,벌-재래종,9,191
37.4358067,128.3992554,벌-재래종,1,192
36.5095472,129.0923238,벌-재래종,2,193
35.1414667,126.5323581,벌-재래종,1,194
38.0019958,128.6187189,벌-재래종,7,195
35.8869663,127.8205443,벌-재래종,1,196
36.9256095,128.9603713,벌-재래종,65,197
37.5631941,128.3127372,벌-재래종,1,198
36.3321473,128.8067483,벌-재래종,1,199
37.2237462,128.6427344,벌-재래종,5,200
38.1700928,127.7093384,벌-재래종,5,201
37.5893415,127.4947634,벌-재래종,2,202
36.9796571,128.3675653,벌-재래종,2,203
35.7070291,127.1532238,벌-재래종,20,204
35.3608443,128.4593874,벌-개량종,1,205
37.5558764,127.5817911,벌-재래종,4,206
36.3351104,128.9174135,벌-재래종,9,207
34.7040567,127.1445908,벌-재래종,1,208
36.9796571,128.3675653,벌-재래종,1,209
35.8869663,127.8205443,벌-재래종,13,210
35.8869663,127.8205443,벌-재래종,3,211
37.7979718,126.3953013,벌-재래종,26,212
37.1919741,128.5989961,벌-재래종,2,213
35.2164841,126.5568892,벌-개량종,100,214
37.5690079,128.3547193,벌-재래종,2,215
37.3628576,128.4182448,벌-재래종,7,216
38.0087006,128.1617215,벌-재래종,2,217
37.6147161,127.8863288,벌-재래종,4,218
37.9993658,128.3250403,벌-재래종,3,219
38.0466608,128.3851271,벌-재래종,3,220
37.8140141,128.1452309,벌-재래종,3,221
37.3411588,126.7220994,벌-재래종,2,222
37.9429407,127.4806675,벌-재래종,3,223
37.9429407,127.4806675,벌-재래종,6,224
35.5646226,127.1343061,벌-재래종,4,225
36.3321473,128.8067483,벌-재래종,3,226
37.7267059,126.9116461,벌-재래종,10,227
34.7026119,127.1659258,벌-재래종,1,228
34.3936351,126.5418454,벌-재래종,1,229
37.6020683,127.9591221,벌-재래종,4,230
37.2140877,129.3262249,벌-개량종,51,231
36.4785066,129.1679121,벌-재래종,75,232
36.9635809,127.9320017,벌-재래종,4,233
37.8708318,126.9915122,벌-개량종,1,234
36.3231567,128.8736824,벌-재래종,2,235
36.3321473,128.8067483,벌-재래종,2,236
35.2867911,126.5237272,벌-재래종,1,237
35.0878407,127.6114145,벌-재래종,1,238
35.0878407,127.6114145,벌-재래종,1,239
35.1849378,127.3547925,벌-재래종,1,240
36.4785066,129.1679121,벌-재래종,13,241
37.3411588,126.7220994,벌-재래종,5,242
37.5558764,127.5817911,벌-재래종,3,243
37.2772238,128.1975847,벌-재래종,1,244
35.121549,127.3677518,벌-재래종,1,245
35.6618261,129.4303147,벌-개량종,50,246
36.3231567,128.8736824,벌-재래종,2,247
36.4571359,129.3230741,벌-재래종,115,248
35.2053772,128.1165386,벌-재래종,150,249
36.7047911,128.8286576,벌-재래종,8,250
38.0375603,128.5476157,벌-재래종,9,251
37.4048732,128.1453026,벌-재래종,1,252
36.2648464,127.404001,벌-재래종,2,253
36.3321473,128.8067483,벌-재래종,2,254
37.3526611,127.8023805,벌-재래종,29,255
35.0389006,126.9988465,벌-개량종,1,256
34.7040567,127.1445908,벌-재래종,1,257
34.7040567,127.1445908,벌-재래종,1,258
37.9529831,128.1965588,벌-재래종,4,259
37.9529831,128.1965588,벌-재래종,1,260
37.8059381,127.8497773,벌-재래종,4,261
37.7120915,127.7440552,벌-재래종,4,262
37.5933552,128.1664828,벌-재래종,3,263
37.8228476,127.9549594,벌-재래종,7,264
37.8059381,127.8497773,벌-재래종,1,265
35.6899474,127.3178602,벌-재래종,6,266
37.3728454,128.4052788,벌-재래종,2,267
35.6019213,127.1434343,벌-재래종,23,268
37.5631941,128.3127372,벌-재래종,2,269
34.4439909,126.5877817,벌-재래종,1,270
37.3411588,126.7220994,벌-재래종,1,271
37.5710458,127.6416006,벌-재래종,9,272
37.8173563,128.0004157,벌-재래종,3,273
37.7410335,128.0839616,벌-재래종,1,274
38.1922602,128.1994956,벌-재래종,3,275
37.9478221,128.142228,벌-재래종,1,276
37.7072744,128.9161633,벌-개량종,60,277
37.7120915,127.7440552,벌-재래종,1,278
37.6518777,127.74339,벌-재래종,20,279
37.6324523,127.7520913,벌-재래종,5,280
36.6536828,128.9347622,벌-재래종,1,281
38.0834935,128.4610259,벌-재래종,6,282
37.7953885,128.0466435,벌-재래종,3,283
37.4405188,127.8508915,벌-재래종,51,284
37.5066872,127.4717254,벌-재래종,2,285
35.5988084,127.3825703,벌-재래종,50,286
37.50515,128.6013888,벌-재래종,3,287
36.3321473,128.8067483,벌-재래종,6,288
37.4392596,129.1784042,벌-개량종,40,289
37.2140877,129.3262249,벌-개량종,20,290
37.2340491,129.1662579,벌-개량종,80,291
37.3608544,129.1989029,벌-개량종,150,292
35.2714721,127.8166414,벌-재래종,2,293
37.5847694,128.6407562,벌-개량종,40,294
37.5847694,128.6407562,벌-개량종,30,295
37.5847694,128.6407562,벌-개량종,29,296
37.4351307,128.1088047,벌-재래종,3,297
36.6966455,128.969731,벌-재래종,1,298
37.0060873,128.9653695,벌-재래종,1,299
36.9225591,128.8623667,벌-재래종,1,300
37.5631941,128.3127372,벌-재래종,1,301
37.5631941,128.3127372,벌-재래종,1,302
37.2534286,128.726245,벌-재래종,4,303
38.1681838,128.1786506,벌-재래종,5,304
35.6990304,127.590711,벌-재래종,18,305
37.7356068,128.2378592,벌-재래종,4,306
37.7376414,128.875436,벌-개량종,20,307
35.2202574,127.3881185,벌-재래종,1,308
37.3728454,128.4052788,벌-재래종,27,309
37.2220583,128.8218722,벌-재래종,5,310
37.2597658,128.8729253,벌-재래종,15,311
34.7026119,127.1659258,벌-재래종,1,312
34.7026119,127.1659258,벌-재래종,1,313
34.4608019,127.4680798,벌-재래종,1,314
35.1749839,126.5409272,벌-재래종,3,315
34.7026119,127.1659258,벌-재래종,1,316
34.7026119,127.1659258,벌-재래종,1,317
37.6544392,128.7821778,벌-재래종,1,318
37.7267059,126.9116461,벌-재래종,1,319
34.9730223,127.1427854,벌-재래종,1,320
37.5306149,127.5850392,벌-재래종,3,321
34.7026119,127.1659258,벌-재래종,1,322
35.8867998,128.4910476,벌-재래종,120,323
35.8867998,128.4910476,벌-재래종,120,324
37.9529831,128.1965588,벌-재래종,1,325
37.245738,129.0698695,벌-재래종,3,326
38.0087006,128.1617215,벌-재래종,4,327
37.5893415,127.4947634,벌-재래종,2,328
37.5893415,127.4947634,벌-재래종,1,329
37.763285,127.5286119,벌-재래종,10,330
36.4837622,128.8900474,벌-재래종,1,331
37.0060873,128.9653695,벌-재래종,1,332
37.0060873,128.9653695,벌-재래종,1,333
36.6648281,127.6731019,벌-재래종,2,334
36.9635809,127.9320017,벌-재래종,5,335
35.3338895,129.1732717,벌-재래종,3,336
34.7015684,127.0514942,벌-재래종,1,337
37.50515,128.6013888,벌-재래종,3,338
37.6011843,128.2265769,벌-재래종,1,339
36.3645223,129.3873596,벌-재래종,110,340
35.1849378,127.3547925,벌-재래종,1,341
37.4431918,128.8718084,벌-재래종,2,342
37.0060873,128.9653695,벌-재래종,2,343
36.9786453,128.85124,벌-재래종,2,344
37.3728454,128.4052788,벌-재래종,2,345
37.6361022,128.3700029,벌-재래종,1,346
37.6110372,128.0775996,벌-재래종,1,347
37.3675393,128.1159262,벌-재래종,2,348
37.6192937,127.5376046,벌-재래종,1,349
36.8072658,127.4319402,벌-개량종,400,350
37.6622733,128.5594295,벌-재래종,6,351
37.4515774,127.654413,벌-재래종,4,352
38.0834935,128.4610259,벌-재래종,12,353
37.6784735,127.9151229,벌-재래종,2,354
36.3735292,128.9007835,벌-재래종,2,355
36.5211412,128.555425,벌-재래종,1,356
35.4196814,127.6117698,벌-개량종,15,357
34.7040567,127.1445908,벌-재래종,1,358
34.7040567,127.1445908,벌-재래종,1,359
38.1453645,128.1335981,벌-재래종,3,360
37.6361022,128.3700029,벌-재래종,2,361
36.3085008,128.2774354,벌-개량종,300,362
35.0160601,127.0127779,벌-재래종,1,363
34.7040567,127.1445908,벌-재래종,1,364
37.5558764,127.5817911,벌-재래종,4,365
37.5306149,127.5850392,벌-재래종,10,366
37.5306149,127.5850392,벌-재래종,8,367
34.4668234,126.8357079,벌-재래종,1,368
37.7120915,127.7440552,벌-재래종,9,369
36.630742,128.9132417,벌-재래종,1,370
37.5307719,128.7275235,벌-재래종,31,371
37.0565536,128.7909086,벌-재래종,5,372
36.5789495,128.7192854,벌-재래종,8,373
34.7015684,127.0514942,벌-재래종,1,374
35.1849378,127.3547925,벌-재래종,1,375
35.0117982,126.8818047,벌-재래종,1,376
34.7026119,127.1659258,벌-재래종,1,377
34.7026119,127.1659258,벌-재래종,1,378
34.7026119,127.1659258,벌-재래종,1,379
37.2132563,129.0268626,벌-개량종,180,380
37.1922511,128.8706731,벌-재래종,2,381
38.1002164,127.749467,벌-개량종,50,382
37.2764225,127.355345,벌-재래종,1,383
37.3675393,128.1159262,벌-재래종,1,384
35.7397064,127.1401714,벌-재래종,38,385
37.8303719,127.8955118,벌-재래종,5,386
36.9448146,128.9381286,벌-재래종,1,387
36.3735292,128.9007835,벌-재래종,2,388
37.017043,128.8162766,벌-재래종,4,389
35.5640875,127.2965426,벌-개량종,300,390
35.5640875,127.2965426,벌-개량종,30,391
37.3437715,127.1194183,벌-재래종,5,392
35.1749839,126.5409272,벌-재래종,2,393
34.7026119,127.1659258,벌-재래종,1,394
36.4518737,129.4294626,벌-재래종,20,395
37.7770615,128.0156889,벌-재래종,2,396
37.6011843,128.2265769,벌-재래종,2,397
36.7047911,128.8286576,벌-재래종,29,398
36.8744093,128.8887244,벌-재래종,4,399
36.6932767,128.7045904,벌-재래종,5,400
36.139544,127.7420999,벌-개량종,58,401
34.5278304,126.8366131,벌-재래종,1,402
36.8494311,127.6500498,벌-개량종,200,403
36.9694817,128.7708492,벌-재래종,7,404
34.7128412,127.1870253,벌-재래종,1,405
37.9529831,128.1965588,벌-재래종,2,406
37.5558764,127.5817911,벌-재래종,3,407
36.0302856,127.9284691,벌-재래종,7,408
34.7015684,127.0514942,벌-재래종,1,409
37.5019304,128.7080385,벌-재래종,10,410
37.753529,127.6204995,벌-재래종,3,411
37.763285,127.5286119,벌-재래종,1,412
37.6139354,128.1511451,벌-재래종,10,413
38.1453645,128.1335981,벌-재래종,1,414
35.6030592,127.596053,벌-재래종,16,415
34.7015684,127.0514942,벌-재래종,2,416
37.4048732,128.1453026,벌-재래종,2,417
37.017043,128.8162766,벌-재래종,3,418
35.4993716,128.3894438,벌-개량종,380,419
37.2082712,129.2480702,벌-재래종,10,420
36.6178391,127.60997,벌-재래종,15,421
37.6118996,128.3758853,벌-재래종,1,422
35.0987453,126.6155714,벌-재래종,2,423
37.763285,127.5286119,벌-재래종,5,424
37.5107169,127.6332539,벌-재래종,6,425
36.0302856,127.9284691,벌-재래종,5,426
36.8006931,127.1224079,벌-재래종,9,427
37.7803639,127.9135629,벌-재래종,6,428
37.7803639,127.9135629,벌-재래종,10,429
37.7803639,127.9135629,벌-재래종,5,430
37.6644484,128.4015336,벌-재래종,1,431
34.7015684,127.0514942,벌-재래종,1,432
36.372711,127.1396642,벌-재래종,5,433
38.2264721,128.2324778,벌-재래종,4,434
37.2919744,128.7445776,벌-재래종,12,435
35.2714721,127.8166414,벌-재래종,13,436
37.539564,128.1012695,벌-재래종,2,437
37.4048732,128.1453026,벌-재래종,1,438
37.4351307,128.1088047,벌-재래종,8,439
35.7511633,128.6213796,벌-개량종,1,440
34.7015684,127.0514942,벌-재래종,1,441
35.1378377,128.5161745,벌-재래종,2,442
35.123976,128.805758,벌-재래종,1,443
35.1183254,128.5820345,벌-재래종,21,444
37.6644484,128.4015336,벌-재래종,2,445
37.3675393,128.1159262,벌-재래종,1,446
35.0389006,126.9988465,벌-재래종,1,447
37.9429407,127.4806675,벌-재래종,1,448
34.9918255,127.1324743,벌-재래종,1,449
34.9916145,126.9880128,벌-개량종,1,450
34.9918255,127.1324743,벌-재래종,1,451
36.7877626,129.2030091,벌-재래종,62,452
36.8120935,128.6416647,벌-개량종,1,453
36.9786453,128.85124,벌-재래종,3,454
36.9786453,128.85124,벌-재래종,25,455
36.7858857,126.4598336,벌-재래종,13,456
35.8134957,127.2866581,벌-재래종,11,457
37.4332607,128.143289,벌-재래종,2,458
37.539564,128.1012695,벌-재래종,5,459
37.7754348,128.1419051,벌-재래종,2,460
36.751179,128.9409492,벌-재래종,2,461
37.2310597,129.0577581,벌-재래종,14,462
37.4645144,127.9905951,벌-재래종,3,463
36.4571359,129.3230741,벌-재래종,30,464
36.4785066,129.1679121,벌-재래종,120,465
38.2715512,128.2609359,벌-재래종,4,466
35.2714721,127.8166414,벌-재래종,6,467
37.5306149,127.5850392,벌-재래종,8,468
37.5306149,127.5850392,벌-재래종,10,469
37.5558764,127.5817911,벌-재래종,4,470
36.8929232,127.573778,벌-개량종,15,471
37.6644484,128.4015336,벌-재래종,1,472
37.5631941,128.3127372,벌-재래종,2,473
37.5893415,127.4947634,벌-재래종,1,474
34.7347053,127.0449183,벌-재래종,1,475
35.433975,127.6260086,벌-재래종,22,476
37.5558764,127.5817911,벌-재래종,4,477
35.9489306,129.4207583,벌-개량종,30,478
36.0226985,127.9082523,벌-재래종,8,479
36.4483495,128.3463791,벌-개량종,70,480
36.474209,128.362204,벌-개량종,150,481
36.0302856,127.9284691,벌-재래종,8,482
35.433975,127.6260086,벌-재래종,42,483
37.9993658,128.3250403,벌-재래종,3,484
35.354195,127.5896257,벌-재래종,1,485
38.0815097,127.4702373,벌-재래종,13,486
35.7169648,127.1893559,벌-재래종,30,487
37.6671652,127.967412,벌-개량종,30,488
35.1378377,128.5161745,벌-재래종,2,489
37.8624543,128.2199006,벌-재래종,12,490
37.9429407,127.4806675,벌-재래종,2,491
37.497971,127.5050639,벌-재래종,1,492
38.0834935,128.4610259,벌-재래종,6,493
35.0735153,127.7475564,벌-재래종,16,494
36.428639,127.8227737,벌-개량종,400,495
37.3728454,128.4052788,벌-재래종,8,496
35.5507352,127.4770543,벌-재래종,4,497
36.4518737,129.4294626,벌-재래종,27,498
36.2063308,127.3890182,벌-재래종,1,499
36.4518737,129.4294626,벌-재래종,40,500
37.615778,127.772086,벌-재래종,2,501
37.412114,128.2193256,벌-재래종,3,502
35.8167838,127.1984944,벌-재래종,20,503
35.5520282,127.7022051,벌-개량종,150,504
35.0878407,127.6114145,벌-재래종,7,505
38.0834935,128.4610259,벌-재래종,12,506
37.3852166,128.3913906,벌-재래종,19,507
37.3340143,128.3903643,벌-재래종,2,508
37.5631941,128.3127372,벌-재래종,1,509
38.1219556,128.3101926,벌-재래종,7,510
37.3628576,128.4182448,벌-재래종,1,511
37.6644484,128.4015336,벌-재래종,1,512
37.4498916,128.1823372,벌-재래종,8,513
36.4964149,127.1175656,벌-개량종,1,514
37.6634847,128.203636,벌-재래종,2,515
37.4048732,128.1453026,벌-재래종,2,516
37.4048732,128.1453026,벌-재래종,1,517
37.9894237,128.116951,벌-재래종,1,518
37.866666,128.3416211,벌-재래종,12,519
36.4345714,126.8771037,벌-개량종,100,520
36.4345714,126.8771037,벌-개량종,100,521
36.4345714,126.8771037,벌-개량종,100,522
36.5938136,128.5571271,벌-개량종,1,523
37.6644484,128.4015336,벌-재래종,1,524
37.0060873,128.9653695,벌-재래종,2,525
36.0665695,127.3792702,벌-재래종,62,526
37.8624543,128.2199006,벌-재래종,1,527
38.1681838,128.1786506,벌-재래종,3,528
38.1219556,128.3101926,벌-재래종,3,529
37.8624543,128.2199006,벌-재래종,1,530
37.6386536,128.5377634,벌-재래종,2,531
35.1934074,127.2851201,벌-재래종,1,532
37.1225804,128.9502692,벌-재래종,2,533
37.7216909,127.722363,벌-재래종,2,534
37.2534286,128.726245,벌-재래종,5,535
37.9220961,128.4038892,벌-재래종,13,536
37.6644484,128.4015336,벌-재래종,1,537
37.6644484,128.4015336,벌-재래종,3,538
37.4332607,128.143289,벌-재래종,4,539
37.3162611,127.8333974,벌-재래종,13,540
35.3363846,127.9217038,벌-재래종,18,541
35.2714721,127.8166414,벌-재래종,9,542
35.2714721,127.8166414,벌-재래종,5,543
35.121549,127.3677518,벌-재래종,1,544
37.3382632,127.9559957,벌-재래종,2,545
37.7120915,127.7440552,벌-재래종,3,546
36.9635809,127.9320017,벌-재래종,14,547
37.0572925,128.4364592,벌-재래종,6,548
35.0436072,127.112621,벌-개량종,1,549
35.6398854,127.3985765,벌-재래종,59,550
35.6305091,127.3303778,벌-개량종,100,551
35.6398854,127.3985765,벌-재래종,1,552
37.3675393,128.1159262,벌-재래종,3,553
37.4493679,127.1022852,벌-개량종,20,554
37.5631941,128.3127372,벌-재래종,1,555
37.7142062,128.1824685,벌-재래종,1,556
37.4048732,128.1453026,벌-재래종,1,557
35.4931652,127.2389306,벌-개량종,90,558
37.4021616,127.676899,벌-재래종,20,559
38.1681838,128.1786506,벌-재래종,16,560
37.6644484,128.4015336,벌-재래종,2,561
38.1922602,128.1994956,벌-재래종,1,562
35.1849378,127.3547925,벌-재래종,4,563
36.0126583,127.8978469,벌-재래종,10,564
37.4048732,128.1453026,벌-재래종,1,565
37.4615935,128.153439,벌-재래종,4,566
37.7953885,128.0466435,벌-재래종,27,567
37.4615935,128.153439,벌-재래종,3,568
35.5798635,127.1981911,벌-개량종,50,569
37.3293308,126.918427,벌-개량종,2,570
36.6389298,128.2201196,벌-개량종,1,571
37.4048732,128.1453026,벌-재래종,2,572
36.6679285,128.5584835,벌-재래종,2,573
37.6118996,128.3758853,벌-재래종,2,574
37.6361022,128.3700029,벌-재래종,3,575
35.2037356,127.3675408,벌-재래종,1,576
38.0466608,128.3851271,벌-재래종,5,577
37.6361022,128.3700029,벌-재래종,2,578
38.0466608,128.3851271,벌-재래종,4,579
37.8258631,128.0921497,벌-재래종,4,580
36.6839838,126.5831038,벌-개량종,50,581
35.8167838,127.1984944,벌-재래종,9,582
36.3462323,127.9202627,벌-재래종,6,583
37.6037604,128.3210882,벌-재래종,2,584
37.5631941,128.3127372,벌-재래종,2,585
37.6814752,127.6318406,벌-재래종,10,586
37.0060873,128.9653695,벌-재래종,2,587
36.9786453,128.85124,벌-재래종,3,588
38.5393784,128.3767215,벌-재래종,20,589
35.3363846,127.9217038,벌-개량종,3,590
35.1223615,126.6091503,벌-재래종,1,591
37.6644484,128.4015336,벌-재래종,2,592
34.7347053,127.0449183,벌-재래종,1,593
37.4531546,129.1559572,벌-개량종,70,594
37.4579607,129.1460745,벌-개량종,200,595
36.4518737,129.4294626,벌-재래종,20,596
35.3897255,127.829636,벌-재래종,5,597
35.4412163,127.4091203,벌-재래종,1,598
37.6506105,126.8479415,벌-개량종,20,599
37.017043,128.8162766,벌-재래종,1,600
37.2534286,128.726245,벌-재래종,3,601
36.29654,126.8670582,벌-개량종,9,602
36.9395457,127.997495,벌-개량종,80,603
37.4498916,128.1823372,벌-재래종,1,604
35.2714721,127.8166414,벌-재래종,38,605
36.0675456,128.2714806,벌-개량종,300,606
35.1757137,127.3359261,벌-재래종,1,607
35.121549,127.3677518,벌-재래종,7,608
35.1077764,127.2000409,벌-개량종,1,609
35.1378377,128.5161745,벌-재래종,1,610
38.2355632,127.9878123,벌-개량종,1,611
